task_id,domain,modality,algorithm,arm,episode,success,goal_reached,runtime_reported_invariants_hold,all_operations_valid,invalid_operations,decisions,expansions,termination,decision_cap,expansion_cap,decision_budget_fraction,expansion_budget_fraction,solution_unit_action_cost,common_cap,model_input_tokens,model_output_tokens,call_wall_seconds,episode_wall_seconds
matched-final/ferry-780004,ferry,visual-state,best_first_add_w3,exact_reference,outputs/matched_modalities/v5/evaluation/visual-state/matched-final__ferry-780004/best_first_add_w3-exact_reference.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,0,0,0.00013595819473266602,0.01935095153748989
matched-final/ferry-780004,ferry,visual-state,best_first_add_greedy,pretrained_base,outputs/matched_modalities/v5/evaluation/visual-state/matched-final__ferry-780004/best_first_add_greedy-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,14,4,0.07142857142857142,0.0,,8,2013,7,3.263752134516835,3.267263788729906
matched-final/ferry-780004,ferry,visual-state,best_first_add_greedy,process_sft,outputs/matched_modalities/v5/evaluation/visual-state/matched-final__ferry-780004/best_first_add_greedy-process_sft.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,14569,167,29.882734527811408,29.911103300750256
matched-final/ferry-780004,ferry,visual-state,best_first_add_greedy,random_valid,outputs/matched_modalities/v5/evaluation/visual-state/matched-final__ferry-780004/best_first_add_greedy-random_valid.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,0,0,0.00021253526210784912,0.02693149261176586
matched-final/ferry-780004,ferry,visual-state,best_first_add_greedy,exact_reference,outputs/matched_modalities/v5/evaluation/visual-state/matched-final__ferry-780004/best_first_add_greedy-exact_reference.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,0,0,0.00013323500752449036,0.017887195572257042
matched-final/storage-760000,storage,multimodal-state,bfs,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/bfs-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,16,5,0.0625,0.0,,12,4849,53,10.522349569946527,11.862005423754454
matched-final/storage-760000,storage,multimodal-state,bfs,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/bfs-process_sft.json.gz,False,False,False,False,1,2,0,deterministic_invalid_operation,16,5,0.125,0.0,,12,9698,432,48.88593763485551,50.19682620279491
matched-final/storage-760000,storage,multimodal-state,bfs,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/bfs-random_valid.json.gz,True,True,True,True,0,8,5,goal_reached,16,5,0.5,1.0,4,12,0,0,0.0002907533198595047,0.056112710386514664
matched-final/storage-760000,storage,multimodal-state,bfs,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/bfs-exact_reference.json.gz,True,True,True,True,0,8,5,goal_reached,16,5,0.5,1.0,4,12,0,0,0.00022729672491550446,0.05277879908680916
matched-final/storage-760000,storage,multimodal-state,best_first_width,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_width-pretrained_base.json.gz,False,False,True,False,1,1,0,deterministic_invalid_operation,12,5,0.08333333333333333,0.0,,12,4288,218,20.794460255652666,20.802797781303525
matched-final/storage-760000,storage,multimodal-state,best_first_width,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_width-process_sft.json.gz,False,False,True,False,1,1,0,deterministic_invalid_operation,12,5,0.08333333333333333,0.0,,12,4288,384,35.57949120737612,35.587615087628365
matched-final/storage-760000,storage,multimodal-state,best_first_width,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_width-random_valid.json.gz,True,True,True,True,0,6,5,goal_reached,12,5,0.5,1.0,4,12,0,0,0.00019563734531402588,0.054051175713539124
matched-final/storage-760000,storage,multimodal-state,best_first_width,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_width-exact_reference.json.gz,True,True,True,True,0,6,5,goal_reached,12,5,0.5,1.0,4,12,0,0,0.0001652054488658905,0.05225439555943012
matched-final/storage-760000,storage,multimodal-state,best_first_add_w3,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_w3-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,20,4,0.05,0.0,,12,4072,21,6.899971580132842,6.906566604971886
matched-final/storage-760000,storage,multimodal-state,best_first_add_w3,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_w3-process_sft.json.gz,True,True,True,True,0,10,4,goal_reached,20,4,0.5,1.0,4,12,41973,363,84.37283290550113,84.49356284551322
matched-final/storage-760000,storage,multimodal-state,best_first_add_w3,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_w3-random_valid.json.gz,True,True,True,True,0,10,4,goal_reached,20,4,0.5,1.0,4,12,0,0,0.00032309070229530334,0.05729743279516697
matched-final/storage-760000,storage,multimodal-state,best_first_add_w3,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_w3-exact_reference.json.gz,True,True,True,True,0,10,4,goal_reached,20,4,0.5,1.0,4,12,0,0,0.00024404004216194153,0.05668485350906849
matched-final/storage-760000,storage,multimodal-state,best_first_add_greedy,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_greedy-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,20,4,0.05,0.0,,12,4070,20,6.839902048930526,6.84610122255981
matched-final/storage-760000,storage,multimodal-state,best_first_add_greedy,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_greedy-process_sft.json.gz,True,True,True,True,0,10,4,goal_reached,20,4,0.5,1.0,4,12,41945,363,84.20023997500539,84.27051639184356
matched-final/storage-760000,storage,multimodal-state,best_first_add_greedy,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_greedy-random_valid.json.gz,True,True,True,True,0,10,4,goal_reached,20,4,0.5,1.0,4,12,0,0,0.0002991165965795517,0.05599435605108738
matched-final/storage-760000,storage,multimodal-state,best_first_add_greedy,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__storage-760000/best_first_add_greedy-exact_reference.json.gz,True,True,True,True,0,10,4,goal_reached,20,4,0.5,1.0,4,12,0,0,0.00023715198040008545,0.05248589999973774
matched-final/blocksworld-730060,blocksworld,multimodal-state,bfs,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/bfs-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,10,3,0.1,0.0,,6,2690,84,8.391323540359735,8.402029616758227
matched-final/blocksworld-730060,blocksworld,multimodal-state,bfs,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/bfs-process_sft.json.gz,False,False,False,False,1,3,1,deterministic_invalid_operation,10,3,0.3,0.3333333333333333,,6,8645,324,30.97068601101637,30.995799031108618
matched-final/blocksworld-730060,blocksworld,multimodal-state,bfs,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/bfs-random_valid.json.gz,False,False,True,True,0,5,3,expansion_budget_exhausted,10,3,0.5,1.0,,6,0,0,0.0001762155443429947,0.023490944877266884
matched-final/blocksworld-730060,blocksworld,multimodal-state,bfs,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/bfs-exact_reference.json.gz,True,True,True,True,0,5,3,goal_reached,10,3,0.5,1.0,2,6,0,0,0.0001394711434841156,0.025260740891098976
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_width,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_width-pretrained_base.json.gz,False,False,True,False,1,1,0,deterministic_invalid_operation,6,2,0.16666666666666666,0.0,,6,2551,132,10.72495005093515,10.732344286516309
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_width,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_width-process_sft.json.gz,False,False,True,False,1,1,0,deterministic_invalid_operation,6,2,0.16666666666666666,0.0,,6,2551,384,25.876108393073082,25.88348887488246
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_width,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_width-random_valid.json.gz,False,False,True,True,0,4,2,expansion_budget_exhausted,6,2,0.6666666666666666,1.0,,6,0,0,0.00013688765466213226,0.02620704285800457
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_width,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_width-exact_reference.json.gz,True,True,True,True,0,3,2,goal_reached,6,2,0.5,1.0,2,6,0,0,7.748790085315704e-05,0.02005629800260067
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_w3,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_w3-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,8,2,0.125,0.0,,6,2361,10,3.695682317018509,3.699724033474922
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_w3,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_w3-process_sft.json.gz,True,True,True,True,0,4,2,goal_reached,8,2,0.5,1.0,2,6,9566,88,18.376575665548444,18.395654747262597
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_w3,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_w3-random_valid.json.gz,True,True,True,True,0,4,2,goal_reached,8,2,0.5,1.0,2,6,0,0,0.00012186169624328613,0.014889538288116455
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_w3,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_w3-exact_reference.json.gz,True,True,True,True,0,4,2,goal_reached,8,2,0.5,1.0,2,6,0,0,9.298697113990784e-05,0.014289800077676773
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_greedy,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_greedy-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,8,2,0.125,0.0,,6,2361,10,3.724486092105508,3.7285237200558186
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_greedy,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_greedy-process_sft.json.gz,True,True,True,True,0,4,2,goal_reached,8,2,0.5,1.0,2,6,9564,88,18.257772410288453,18.275059359148145
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_greedy,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_greedy-random_valid.json.gz,True,True,True,True,0,4,2,goal_reached,8,2,0.5,1.0,2,6,0,0,0.00010790862143039703,0.014157678931951523
matched-final/blocksworld-730060,blocksworld,multimodal-state,best_first_add_greedy,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__blocksworld-730060/best_first_add_greedy-exact_reference.json.gz,True,True,True,True,0,4,2,goal_reached,8,2,0.5,1.0,2,6,0,0,8.842349052429199e-05,0.01502084918320179
matched-final/ferry-780004,ferry,multimodal-state,bfs,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/bfs-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,8,4,0.125,0.0,,8,2540,128,10.4895653501153,10.50081404298544
matched-final/ferry-780004,ferry,multimodal-state,bfs,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/bfs-process_sft.json.gz,False,False,False,False,1,2,1,deterministic_invalid_operation,8,4,0.25,0.25,,8,5269,177,17.14443289488554,17.161328786984086
matched-final/ferry-780004,ferry,multimodal-state,bfs,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/bfs-random_valid.json.gz,True,True,True,True,0,4,4,goal_reached,8,4,0.5,1.0,4,8,0,0,0.0001356210559606552,0.017848355695605278
matched-final/ferry-780004,ferry,multimodal-state,bfs,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/bfs-exact_reference.json.gz,True,True,True,True,0,4,4,goal_reached,8,4,0.5,1.0,4,8,0,0,0.00011102668941020966,0.017363397404551506
matched-final/ferry-780004,ferry,multimodal-state,best_first_width,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_width-pretrained_base.json.gz,False,False,True,False,1,1,0,deterministic_invalid_operation,8,4,0.125,0.0,,8,2407,168,12.577037647366524,12.581530835479498
matched-final/ferry-780004,ferry,multimodal-state,best_first_width,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_width-process_sft.json.gz,False,False,True,False,1,1,0,deterministic_invalid_operation,8,4,0.125,0.0,,8,2407,64,6.975375821813941,6.980493055656552
matched-final/ferry-780004,ferry,multimodal-state,best_first_width,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_width-random_valid.json.gz,True,True,True,True,0,4,4,goal_reached,8,4,0.5,1.0,4,8,0,0,0.0001343153417110443,0.024659978225827217
matched-final/ferry-780004,ferry,multimodal-state,best_first_width,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_width-exact_reference.json.gz,True,True,True,True,0,4,4,goal_reached,8,4,0.5,1.0,4,8,0,0,9.603798389434814e-05,0.02185188978910446
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_w3,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_w3-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,14,4,0.07142857142857142,0.0,,8,2342,7,3.6022278666496277,3.6060675140470266
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_w3,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_w3-process_sft.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,16791,167,32.889000762254,32.92130983620882
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_w3,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_w3-random_valid.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,0,0,0.00019704550504684448,0.0234345905482769
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_w3,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_w3-exact_reference.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,0,0,0.00014570914208889008,0.023854251950979233
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_greedy,pretrained_base,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_greedy-pretrained_base.json.gz,False,False,False,False,1,1,0,deterministic_invalid_operation,14,4,0.07142857142857142,0.0,,8,2342,7,3.57628707960248,3.5799184385687113
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_greedy,process_sft,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_greedy-process_sft.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,16784,167,33.14363516680896,33.17446877993643
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_greedy,random_valid,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_greedy-random_valid.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,0,0,0.00019543804228305817,0.023649347946047783
matched-final/ferry-780004,ferry,multimodal-state,best_first_add_greedy,exact_reference,outputs/matched_modalities/v5/evaluation/multimodal-state/matched-final__ferry-780004/best_first_add_greedy-exact_reference.json.gz,True,True,True,True,0,7,4,goal_reached,14,4,0.5,1.0,4,8,0,0,0.0001309085637331009,0.021169884130358696
